Date,Q (ft3/s),
1/21/2010,"569,000",
1/22/2010,"563,000",
1/23/2010,"559,000",
1/24/2010,"561,000",
1/25/2010,"569,000",
1/26/2010,"582,000",
1/27/2010,"602,000",
1/28/2010,"626,000",
1/29/2010,"653,000",
1/30/2010,"682,000",
1/31/2010,"704,000",
2/1/2010,"728,000",
2/2/2010,"760,000",
2/3/2010,"798,000",
2/4/2010,"845,000",
2/5/2010,"890,000",
2/6/2010,"918,000",
2/7/2010,"939,000",
2/8/2010,"955,000",
2/9/2010,"974,000",
2/10/2010,"990,000",
2/11/2010,"1,010,000",
2/12/2010,"1,030,000",
2/13/2010,"1,040,000",
2/14/2010,"1,040,000",
2/15/2010,"1,040,000",
2/16/2010,"1,040,000",
2/17/2010,"1,030,000",
2/18/2010,"1,030,000",
2/19/2010,"1,020,000",
2/20/2010,"1,010,000",
2/21/2010,"1,000,000",
2/22/2010,"984,000",
2/23/2010,"961,000",
2/24/2010,"931,000",
2/25/2010,"892,000",
2/26/2010,"849,000",
2/27/2010,"799,000",
2/28/2010,"745,000",
3/1/2010,"722,000",
3/2/2010,"718,000",
3/3/2010,"706,000",
3/4/2010,"698,000",
3/5/2010,"692,000",
3/6/2010,"685,000",
3/7/2010,"677,000",
3/8/2010,"667,000",
3/9/2010,"656,000",
3/10/2010,"644,000",
3/11/2010,"633,000",
3/12/2010,"620,000",
3/13/2010,"603,000",
3/14/2010,"589,000",
3/15/2010,"578,000",
3/16/2010,"572,000",
3/17/2010,"571,000",
3/18/2010,"576,000",
3/19/2010,"586,000",
3/20/2010,"599,000",
3/21/2010,"616,000",
3/22/2010,"634,000",
3/23/2010,"653,000",
3/24/2010,"667,000",
3/25/2010,"681,000",
3/26/2010,"696,000",
3/27/2010,"709,000",
3/28/2010,"725,000",
3/29/2010,"742,000",
3/30/2010,"765,000",
3/31/2010,"793,000",
4/1/2010,"819,000",
4/2/2010,"845,000",
4/3/2010,"867,000",
4/4/2010,"880,000",
4/5/2010,"889,000",
4/6/2010,"896,000",
4/7/2010,"897,000",
4/8/2010,"899,000",
4/9/2010,"901,000",
4/10/2010,"901,000",
4/11/2010,"898,000",
4/12/2010,"894,000",
4/13/2010,"892,000",
4/14/2010,"888,000",
4/15/2010,"880,000",
4/16/2010,"866,000",
4/17/2010,"842,000",
4/18/2010,"816,000",
4/19/2010,"781,000",
4/20/2010,"745,000",
4/21/2010,"720,000",
4/22/2010,"700,000",
4/23/2010,"680,000",
4/24/2010,"663,000",
4/25/2010,"645,000",
4/26/2010,"617,000",
4/27/2010,"592,000",
4/28/2010,"570,000",
4/29/2010,"556,000",
4/30/2010,"538,000",
5/1/2010,"515,000",
5/2/2010,"503,000",
5/3/2010,"506,000",
5/4/2010,"525,000",
5/5/2010,"554,000",
5/6/2010,"579,000",
5/7/2010,"599,000",
5/8/2010,"620,000",
5/9/2010,"640,000",
5/10/2010,"659,000",
5/11/2010,"676,000",
5/12/2010,"691,000",
5/13/2010,"707,000",
5/14/2010,"725,000",
5/15/2010,"746,000",
5/16/2010,"775,000",
5/17/2010,"801,000",
5/18/2010,"830,000",
5/19/2010,"852,000",
5/20/2010,"870,000",
5/21/2010,"887,000",
5/22/2010,"898,000",
5/23/2010,"910,000",
5/24/2010,"921,000",
5/25/2010,"931,000",
5/26/2010,"940,000",
5/27/2010,"945,000",
5/28/2010,"949,000",
5/29/2010,"953,000",
5/30/2010,"954,000",
5/31/2010,"951,000",
6/1/2010,"947,000",
6/2/2010,"942,000",
6/3/2010,"936,000",
6/4/2010,"932,000",
6/5/2010,"922,000",
6/6/2010,"907,000",
6/7/2010,"881,000",
6/8/2010,"843,000",
6/9/2010,"797,000",
6/10/2010,"749,000",
6/11/2010,"712,000",
6/12/2010,"686,000",
6/13/2010,"663,000",
6/14/2010,"643,000",
6/15/2010,"627,000",
6/16/2010,"614,000",
6/17/2010,"600,000",
6/18/2010,"595,000",
6/19/2010,"596,000",
6/20/2010,"598,000",
6/21/2010,"603,000",
6/22/2010,"608,000",
6/23/2010,"611,000",
6/24/2010,"615,000",
6/25/2010,"622,000",
6/26/2010,"626,000",
6/27/2010,"630,000",
6/28/2010,"634,000",
6/29/2010,"635,000",
6/30/2010,"637,000",
7/1/2010,"637,000",
7/2/2010,"635,000",
7/3/2010,"636,000",
7/4/2010,"639,000",
7/5/2010,"642,000",
7/6/2010,"642,000",
7/7/2010,"642,000",
7/8/2010,"643,000",
7/9/2010,"642,000",
7/10/2010,"641,000",
7/11/2010,"639,000",
7/12/2010,"635,000",
7/13/2010,"632,000",
7/14/2010,"629,000",
7/15/2010,"628,000",
7/16/2010,"624,000",
7/17/2010,"621,000",
7/18/2010,"618,000",
7/19/2010,"616,000",
7/20/2010,"612,000",
7/21/2010,"610,000",
7/22/2010,"608,000",
7/23/2010,"604,000",
7/24/2010,"601,000",
7/25/2010,"596,000",
7/26/2010,"585,000",
7/27/2010,"577,000",
7/28/2010,"571,000",
7/29/2010,"567,000",
7/30/2010,"565,000",
7/31/2010,"566,000",
8/1/2010,"568,000",
8/2/2010,"570,000",
8/3/2010,"570,000",
8/4/2010,"567,000",
8/5/2010,"563,000",
8/6/2010,"556,000",
8/7/2010,"549,000",
8/8/2010,"542,000",
8/9/2010,"533,000",
8/10/2010,"527,000",
8/11/2010,"525,000",
8/12/2010,"521,000",
8/13/2010,"512,000",
8/14/2010,"501,000",
8/15/2010,"489,000",
8/16/2010,"477,000",
8/17/2010,"470,000",
8/18/2010,"474,000",
8/19/2010,"479,000",
8/20/2010,"467,000",
8/21/2010,"446,000",
8/22/2010,"434,000",
8/23/2010,"430,000",
8/24/2010,"428,000",
8/25/2010,"428,000",
8/26/2010,"428,000",
8/27/2010,"431,000",
8/28/2010,"436,000",
8/29/2010,"442,000",
8/30/2010,"446,000",
8/31/2010,"448,000",
9/1/2010,"447,000",
9/2/2010,"439,000",
9/3/2010,"426,000",
9/4/2010,"413,000",
9/5/2010,"398,000",
9/6/2010,"383,000",
9/7/2010,"367,000",
9/8/2010,"348,000",
9/9/2010,"329,000",
9/10/2010,"317,000",
9/11/2010,"309,000",
9/12/2010,"305,000",
9/13/2010,"310,000",
9/14/2010,"321,000",
9/15/2010,"325,000",
9/16/2010,"323,000",
9/17/2010,"316,000",
9/18/2010,"310,000",
9/19/2010,"303,000",
9/20/2010,"297,000",
9/21/2010,"293,000",
9/22/2010,"294,000",
9/23/2010,"297,000",
9/24/2010,"296,000",
9/25/2010,"294,000",
9/26/2010,"292,000",
9/27/2010,"291,000",
9/28/2010,"290,000",
9/29/2010,"289,000",
9/30/2010,"293,000",
10/1/2010,"297,000",
10/2/2010,"305,000",
10/3/2010,"316,000",
10/4/2010,"327,000",
10/5/2010,"333,000",
10/6/2010,"337,000",
10/7/2010,"338,000",
10/8/2010,"338,000",
10/9/2010,"338,000",
10/10/2010,"336,000",
10/11/2010,"331,000",
10/12/2010,"326,000",
10/13/2010,"316,000",
10/14/2010,"306,000",
10/15/2010,"297,000",
10/16/2010,"292,000",
10/17/2010,"289,000",
10/18/2010,"290,000",
10/19/2010,"293,000",
10/20/2010,"296,000",
10/21/2010,"298,000",
10/22/2010,"297,000",
10/23/2010,"294,000",
10/24/2010,"292,000",
10/25/2010,"289,000",
10/26/2010,"286,000",
10/27/2010,"282,000",
10/28/2010,"276,000",
10/29/2010,"272,000",
10/30/2010,"266,000",
10/31/2010,"259,000",
11/1/2010,"252,000",
11/2/2010,"245,000",
11/3/2010,"240,000",
11/4/2010,"239,000",
11/5/2010,"238,000",
11/6/2010,"231,000",
11/7/2010,"226,000",
11/8/2010,"226,000",
11/9/2010,"226,000",
11/10/2010,"223,000",
11/11/2010,"219,000",
11/12/2010,"215,000",
11/13/2010,"215,000",
11/14/2010,"215,000",
11/15/2010,"222,000",
11/16/2010,"233,000",
11/17/2010,"241,000",
11/18/2010,"240,000",
11/19/2010,"240,000",
11/20/2010,"235,000",
11/21/2010,"232,000",
11/22/2010,"234,000",
11/23/2010,"234,000",
11/24/2010,"236,000",
11/25/2010,"242,000",
11/26/2010,"249,000",
11/27/2010,"254,000",
11/28/2010,"261,000",
11/29/2010,"269,000",
11/30/2010,"278,000",
12/1/2010,"280,000",
12/2/2010,"286,000",
12/3/2010,"295,000",
12/4/2010,"311,000",
12/5/2010,"328,000",
12/6/2010,"342,000",
12/7/2010,"351,000",
12/8/2010,"362,000",
12/9/2010,"378,000",
12/10/2010,"397,000",
12/11/2010,"415,000",
12/12/2010,"429,000",
12/13/2010,"438,000",
12/14/2010,"443,000",
12/15/2010,"440,000",
12/16/2010,"427,000",
12/17/2010,"411,000",
12/18/2010,"395,000",
12/19/2010,"377,000",
12/20/2010,"361,000",
12/21/2010,"346,000",
12/22/2010,"330,000",
12/23/2010,"320,000",
12/24/2010,"314,000",
12/25/2010,"311,000",
12/26/2010,"306,000",
12/27/2010,"301,000",
12/28/2010,"294,000",
12/29/2010,"291,000",
12/30/2010,"298,000",
12/31/2010,"295,000",
1/1/2011,"296,000",
1/2/2011,"298,000",
1/3/2011,"294,000",
1/4/2011,"286,000",
1/5/2011,"279,000",
1/6/2011,"273,000",
1/7/2011,"264,000",
1/8/2011,"260,000",
1/9/2011,"263,000",
1/10/2011,"281,000",
1/11/2011,"293,000",
1/12/2011,"315,000",
1/13/2011,"342,000",
1/14/2011,"364,000",
1/15/2011,"379,000",
1/16/2011,"385,000",
1/17/2011,"386,000",
1/18/2011,"378,000",
1/19/2011,"371,000",
1/20/2011,"359,000",
1/21/2011,"342,000",
1/22/2011,"322,000",
1/23/2011,"304,000",
1/24/2011,"292,000",
1/25/2011,"287,000",
1/26/2011,"283,000",
1/27/2011,"282,000",
1/28/2011,"283,000",
1/29/2011,"280,000",
1/30/2011,"278,000",
1/31/2011,"276,000",
2/1/2011,"277,000",
2/2/2011,"278,000",
2/3/2011,"277,000",
2/4/2011,"281,000",
2/5/2011,"282,000",
2/6/2011,"288,000",
2/7/2011,"295,000",
2/8/2011,"295,000",
2/9/2011,"298,000",
2/10/2011,"303,000",
2/11/2011,"312,000",
2/12/2011,"324,000",
2/13/2011,"337,000",
2/14/2011,"351,000",
2/15/2011,"360,000",
2/16/2011,"361,000",
2/17/2011,"355,000",
2/18/2011,"347,000",
2/19/2011,"337,000",
2/20/2011,"328,000",
2/21/2011,"321,000",
2/22/2011,"311,000",
2/23/2011,"297,000",
2/24/2011,"287,000",
2/25/2011,"284,000",
2/26/2011,"289,000",
2/27/2011,"312,000",
2/28/2011,"354,000",
3/1/2011,"401,000",
3/2/2011,"453,000",
3/3/2011,"501,000",
3/4/2011,"542,000",
3/5/2011,"580,000",
3/6/2011,"610,000",
3/7/2011,"629,000",
3/8/2011,"646,000",
3/9/2011,"672,000",
3/10/2011,"702,000",
3/11/2011,"718,000",
3/12/2011,"732,000",
3/13/2011,"759,000",
3/14/2011,"775,000",
3/15/2011,"792,000",
3/16/2011,"806,000",
3/17/2011,"819,000",
3/18/2011,"832,000",
3/19/2011,"845,000",
3/20/2011,"857,000",
3/21/2011,"869,000",
3/22/2011,"879,000",
3/23/2011,"890,000",
3/24/2011,"902,000",
3/25/2011,"913,000",
3/26/2011,"921,000",
3/27/2011,"931,000",
3/28/2011,"941,000",
3/29/2011,"951,000",
3/30/2011,"970,000",
3/31/2011,"982,000",
4/1/2011,"991,000",
4/2/2011,"996,000",
4/3/2011,"995,000",
4/4/2011,"991,000",
4/5/2011,"984,000",
4/6/2011,"973,000",
4/7/2011,"961,000",
4/8/2011,"948,000",
4/9/2011,"932,000",
4/10/2011,"909,000",
4/11/2011,"878,000",
4/12/2011,"847,000",
4/13/2011,"812,000",
4/14/2011,"784,000",
4/15/2011,"767,000",
4/16/2011,"751,000",
4/17/2011,"737,000",
4/18/2011,"732,000",
4/19/2011,"732,000",
4/20/2011,"733,000",
4/21/2011,"737,000",
4/22/2011,"743,000",
4/23/2011,"751,000",
4/24/2011,"761,000",
4/25/2011,"774,000",
4/26/2011,"794,000",
4/27/2011,"812,000",
4/28/2011,"827,000",
4/29/2011,"844,000",
4/30/2011,"870,000",
5/1/2011,"903,000",
5/2/2011,"939,000",
5/3/2011,"980,000",
5/4/2011,"1,020,000",
5/5/2011,"1,060,000",
5/6/2011,"1,100,000",
5/7/2011,"1,130,000",
5/8/2011,"1,190,000",
5/9/2011,"1,240,000",
5/10/2011,"1,290,000",
5/11/2011,"1,320,000",
5/12/2011,"1,350,000",
5/13/2011,"1,370,000",
5/14/2011,"1,400,000",
5/15/2011,"1,410,000",
5/16/2011,"1,420,000",
5/17/2011,"1,420,000",
5/18/2011,"1,430,000",
5/19/2011,"1,430,000",
5/20/2011,"1,420,000",
5/21/2011,"1,420,000",
5/22/2011,"1,410,000",
5/23/2011,"1,410,000",
5/24/2011,"1,400,000",
5/25/2011,"1,390,000",
5/26/2011,"1,380,000",
5/27/2011,"1,390,000",
5/28/2011,"1,380,000",
5/29/2011,"1,370,000",
5/30/2011,"1,370,000",
5/31/2011,"1,360,000",
6/1/2011,"1,360,000",
6/2/2011,"1,350,000",
6/3/2011,"1,330,000",
6/4/2011,"1,310,000",
6/5/2011,"1,290,000",
6/6/2011,"1,260,000",
6/7/2011,"1,240,000",
6/8/2011,"1,220,000",
6/9/2011,"1,210,000",
6/10/2011,"1,190,000",
6/11/2011,"1,180,000",
6/12/2011,"1,160,000",
6/13/2011,"1,140,000",
6/14/2011,"1,120,000",
6/15/2011,"1,100,000",
6/16/2011,"1,080,000",
6/17/2011,"1,060,000",
6/18/2011,"1,030,000",
6/19/2011,"1,010,000",
6/20/2011,"979,000",
6/21/2011,"955,000",
6/22/2011,"932,000",
6/23/2011,"903,000",
6/24/2011,"871,000",
6/25/2011,"840,000",
6/26/2011,"810,000",
6/27/2011,"785,000",
6/28/2011,"766,000",
6/29/2011,"752,000",
6/30/2011,"743,000",
7/1/2011,"736,000",
7/2/2011,"730,000",
7/3/2011,"724,000",
7/4/2011,"719,000",
7/5/2011,"716,000",
7/6/2011,"722,000",
7/7/2011,"723,000",
7/8/2011,"722,000",
7/9/2011,"722,000",
7/10/2011,"723,000",
7/11/2011,"721,000",
7/12/2011,"719,000",
7/13/2011,"716,000",
7/14/2011,"710,000",
7/15/2011,"702,000",
7/16/2011,"692,000",
7/17/2011,"682,000",
7/18/2011,"674,000",
7/19/2011,"668,000",
7/20/2011,"659,000",
7/21/2011,"647,000",
7/22/2011,"635,000",
7/23/2011,"621,000",
7/24/2011,"604,000",
7/25/2011,"584,000",
7/26/2011,"568,000",
7/27/2011,"560,000",
7/28/2011,"550,000",
7/29/2011,"537,000",
7/30/2011,"517,000",
7/31/2011,"498,000",
8/1/2011,"482,000",
8/2/2011,"471,000",
8/3/2011,"462,000",
8/4/2011,"458,000",
8/5/2011,"457,000",
8/6/2011,"453,000",
8/7/2011,"449,000",
8/8/2011,"445,000",
8/9/2011,"440,000",
8/10/2011,"436,000",
8/11/2011,"434,000",
8/12/2011,"433,000",
8/13/2011,"434,000",
8/14/2011,"436,000",
8/15/2011,"440,000",
8/16/2011,"441,000",
8/17/2011,"440,000",
8/18/2011,"434,000",
8/19/2011,"427,000",
8/20/2011,"420,000",
8/21/2011,"411,000",
8/22/2011,"402,000",
8/23/2011,"392,000",
8/24/2011,"384,000",
8/25/2011,"380,000",
8/26/2011,"378,000",
8/27/2011,"374,000",
8/28/2011,"370,000",
8/29/2011,"365,000",
8/30/2011,"359,000",
8/31/2011,"352,000",
9/1/2011,"348,000",
9/2/2011,"351,000",
9/3/2011,"369,000",
9/4/2011,"378,000",
9/5/2011,"395,000",
9/6/2011,"379,000",
9/7/2011,"367,000",
9/8/2011,"355,000",
9/9/2011,"342,000",
9/10/2011,"330,000",
9/11/2011,"319,000",
9/12/2011,"312,000",
9/13/2011,"307,000",
9/14/2011,"308,000",
9/15/2011,"313,000",
9/16/2011,"320,000",
9/17/2011,"326,000",
9/18/2011,"331,000",
9/19/2011,"333,000",
9/20/2011,"332,000",
9/21/2011,"328,000",
9/22/2011,"322,000",
9/23/2011,"317,000",
9/24/2011,"308,000",
9/25/2011,"298,000",
9/26/2011,"289,000",
9/27/2011,"283,000",
9/28/2011,"277,000",
9/29/2011,"276,000",
9/30/2011,"273,000",
10/1/2011,"274,000",
10/2/2011,"278,000",
10/3/2011,"282,000",
10/4/2011,"286,000",
10/5/2011,"292,000",
10/6/2011,"296,000",
10/7/2011,"301,000",
10/8/2011,"305,000",
10/9/2011,"307,000",
10/10/2011,"303,000",
10/11/2011,"292,000",
10/12/2011,"283,000",
10/13/2011,"277,000",
10/14/2011,"273,000",
10/15/2011,"268,000",
10/16/2011,"261,000",
10/17/2011,"255,000",
10/18/2011,"251,000",
10/19/2011,"243,000",
10/20/2011,"232,000",
10/21/2011,"218,000",
10/22/2011,"209,000",
10/23/2011,"210,000",
10/24/2011,"210,000",
10/25/2011,"214,000",
10/26/2011,"218,000",
10/27/2011,"224,000",
10/28/2011,"230,000",
10/29/2011,"236,000",
10/30/2011,"245,000",
10/31/2011,"250,000",
11/1/2011,"254,000",
11/2/2011,"260,000",
11/3/2011,"263,000",
11/4/2011,"261,000",
11/5/2011,"261,000",
11/6/2011,"263,000",
11/7/2011,"266,000",
11/8/2011,"269,000",
11/9/2011,"274,000",
11/10/2011,"274,000",
11/11/2011,"274,000",
11/12/2011,"275,000",
11/13/2011,"281,000",
11/14/2011,"281,000",
11/15/2011,"276,000",
11/16/2011,"273,000",
11/17/2011,"265,000",
11/18/2011,"257,000",
11/19/2011,"256,000",
11/20/2011,"260,000",
11/21/2011,"266,000",
11/22/2011,"278,000",
11/23/2011,"292,000",
11/24/2011,"309,000",
11/25/2011,"341,000",
11/26/2011,"388,000",
11/27/2011,"433,000",
11/28/2011,"463,000",
11/29/2011,"489,000",
11/30/2011,"511,000",
12/1/2011,"529,000",
12/2/2011,"543,000",
12/3/2011,"552,000",
12/4/2011,"565,000",
12/5/2011,"582,000",
12/6/2011,"602,000",
12/7/2011,"621,000",
12/8/2011,"640,000",
12/9/2011,"660,000",
12/10/2011,"679,000",
12/11/2011,"703,000",
12/12/2011,"724,000",
12/13/2011,"744,000",
12/14/2011,"756,000",
12/15/2011,"762,000",
12/16/2011,"772,000",
12/17/2011,"781,000",
12/18/2011,"790,000",
12/19/2011,"797,000",
12/20/2011,"804,000",
12/21/2011,"816,000",
12/22/2011,"823,000",
12/23/2011,"828,000",
12/24/2011,"834,000",
12/25/2011,"841,000",
12/26/2011,"854,000",
12/27/2011,"864,000",
12/28/2011,"855,000",
12/29/2011,"842,000",
12/30/2011,"827,000",
12/31/2011,"814,000",
1/1/2012,"799,000",
1/2/2012,"780,000",
1/3/2012,"762,000",
1/4/2012,"746,000",
1/5/2012,"737,000",
1/6/2012,"731,000",
1/7/2012,"725,000",
1/8/2012,"718,000",
1/9/2012,"712,000",
1/10/2012,"710,000",
1/11/2012,"699,000",
1/12/2012,"681,000",
1/13/2012,"663,000",
1/14/2012,"648,000",
1/15/2012,"629,000",
1/16/2012,"608,000",
1/17/2012,"584,000",
1/18/2012,"564,000",
1/19/2012,"545,000",
1/20/2012,"533,000",
1/21/2012,"522,000",
1/22/2012,"513,000",
1/23/2012,"510,000",
1/24/2012,"508,000",
1/25/2012,"511,000",
1/26/2012,"533,000",
1/27/2012,"555,000",
1/28/2012,"570,000",
1/29/2012,"586,000",
1/30/2012,"609,000",
1/31/2012,"632,000",
2/1/2012,"652,000",
2/2/2012,"672,000",
2/3/2012,"686,000",
2/4/2012,"704,000",
2/5/2012,"726,000",
2/6/2012,"746,000",
2/7/2012,"762,000",
2/8/2012,"776,000",
2/9/2012,"788,000",
2/10/2012,"794,000",
2/11/2012,"797,000",
2/12/2012,"794,000",
2/13/2012,"792,000",
2/14/2012,"794,000",
2/15/2012,"791,000",
2/16/2012,"787,000",
2/17/2012,"769,000",
2/18/2012,"749,000",
2/19/2012,"732,000",
2/20/2012,"699,000",
2/21/2012,"666,000",
2/22/2012,"640,000",
2/23/2012,"621,000",
2/24/2012,"607,000",
2/25/2012,"593,000",
2/26/2012,"573,000",
2/27/2012,"556,000",
2/28/2012,"539,000",
2/29/2012,"522,000",
3/1/2012,"508,000",
3/2/2012,"496,000",
3/3/2012,"485,000",
3/4/2012,"472,000",
3/5/2012,"458,000",
3/6/2012,"451,000",
3/7/2012,"447,000",
3/8/2012,"445,000",
3/9/2012,"452,000",
3/10/2012,"468,000",
3/11/2012,"491,000",
3/12/2012,"526,000",
3/13/2012,"562,000",
3/14/2012,"596,000",
3/15/2012,"627,000",
3/16/2012,"654,000",
3/17/2012,"675,000",
3/18/2012,"697,000",
3/19/2012,"714,000",
3/20/2012,"729,000",
3/21/2012,"743,000",
3/22/2012,"748,000",
3/23/2012,"753,000",
3/24/2012,"759,000",
3/25/2012,"766,000",
3/26/2012,"778,000",
3/27/2012,"793,000",
3/28/2012,"808,000",
3/29/2012,"820,000",
3/30/2012,"826,000",
3/31/2012,"825,000",
4/1/2012,"820,000",
4/2/2012,"818,000",
4/3/2012,"817,000",
4/4/2012,"823,000",
4/5/2012,"816,000",
4/6/2012,"801,000",
4/7/2012,"779,000",
4/8/2012,"754,000",
4/9/2012,"727,000",
4/10/2012,"695,000",
4/11/2012,"669,000",
4/12/2012,"651,000",
4/13/2012,"631,000",
4/14/2012,"606,000",
4/15/2012,"580,000",
4/16/2012,"556,000",
4/17/2012,"534,000",
4/18/2012,"517,000",
4/19/2012,"507,000",
4/20/2012,"494,000",
4/21/2012,"479,000",
4/22/2012,"461,000",
4/23/2012,"448,000",
4/24/2012,"444,000",
4/25/2012,"445,000",
4/26/2012,"445,000",
4/27/2012,"444,000",
4/28/2012,"440,000",
4/29/2012,"434,000",
4/30/2012,"424,000",
5/1/2012,"408,000",
5/2/2012,"395,000",
5/3/2012,"380,000",
5/4/2012,"365,000",
5/5/2012,"353,000",
5/6/2012,"350,000",
5/7/2012,"360,000",
5/8/2012,"371,000",
5/9/2012,"385,000",
5/10/2012,"404,000",
5/11/2012,"421,000",
5/12/2012,"434,000",
5/13/2012,"447,000",
5/14/2012,"462,000",
5/15/2012,"479,000",
5/16/2012,"495,000",
5/17/2012,"500,000",
5/18/2012,"502,000",
5/19/2012,"500,000",
5/20/2012,"495,000",
5/21/2012,"488,000",
5/22/2012,"482,000",
5/23/2012,"478,000",
5/24/2012,"469,000",
5/25/2012,"452,000",
5/26/2012,"431,000",
5/27/2012,"412,000",
5/28/2012,"392,000",
5/29/2012,"373,000",
5/30/2012,"355,000",
5/31/2012,"337,000",
6/1/2012,"319,000",
6/2/2012,"302,000",
6/3/2012,"287,000",
6/4/2012,"270,000",
6/5/2012,"254,000",
6/6/2012,"242,000",
6/7/2012,"234,000",
6/8/2012,"227,000",
6/9/2012,"229,000",
6/10/2012,"235,000",
6/11/2012,"229,000",
6/12/2012,"229,000",
6/13/2012,"233,000",
6/14/2012,"240,000",
6/15/2012,"248,000",
6/16/2012,"255,000",
6/17/2012,"257,000",
6/18/2012,"253,000",
6/19/2012,"249,000",
6/20/2012,"245,000",
6/21/2012,"241,000",
6/22/2012,"238,000",
6/23/2012,"237,000",
6/24/2012,"238,000",
6/25/2012,"241,000",
6/26/2012,"235,000",
6/27/2012,"224,000",
6/28/2012,"218,000",
6/29/2012,"211,000",
6/30/2012,"204,000",
7/1/2012,"199,000",
7/2/2012,"192,000",
7/3/2012,"187,000",
7/4/2012,"184,000",
7/5/2012,"180,000",
7/6/2012,"176,000",
7/7/2012,"174,000",
7/8/2012,"172,000",
7/9/2012,"167,000",
7/10/2012,"167,000",
7/11/2012,"169,000",
7/12/2012,"173,000",
7/13/2012,"185,000",
7/14/2012,"192,000",
7/15/2012,"194,000",
7/16/2012,"194,000",
7/17/2012,"193,000",
7/18/2012,"193,000",
7/19/2012,"191,000",
7/20/2012,"191,000",
7/21/2012,"188,000",
7/22/2012,"182,000",
7/23/2012,"176,000",
7/24/2012,"168,000",
7/25/2012,"164,000",
7/26/2012,"165,000",
7/27/2012,"161,000",
7/28/2012,"155,000",
7/29/2012,"157,000",
7/30/2012,"156,000",
7/31/2012,"152,000",
8/1/2012,"147,000",
8/2/2012,"143,000",
8/3/2012,"143,000",
8/4/2012,"144,000",
8/5/2012,"147,000",
8/6/2012,"152,000",
8/7/2012,"161,000",
8/8/2012,"166,000",
8/9/2012,"166,000",
8/10/2012,"165,000",
8/11/2012,"161,000",
8/12/2012,"156,000",
8/13/2012,"153,000",
8/14/2012,"149,000",
8/15/2012,"146,000",
8/16/2012,"145,000",
8/17/2012,"146,000",
8/18/2012,"150,000",
8/19/2012,"154,000",
8/20/2012,"152,000",
8/21/2012,"150,000",
8/22/2012,"148,000",
8/23/2012,"149,000",
8/24/2012,"149,000",
8/25/2012,"152,000",
8/26/2012,"154,000",
8/27/2012,"153,000",
8/28/2012,"155,000",
8/29/2012,"156,000",
8/30/2012,"157,000",
8/31/2012,"157,000",
9/1/2012,"158,000",
9/2/2012,"159,000",
9/3/2012,"159,000",
9/4/2012,"160,000",
9/5/2012,"160,000",
9/6/2012,"158,000",
9/7/2012,"163,000",
9/8/2012,"166,000",
9/9/2012,"168,000",
9/10/2012,"169,000",
9/11/2012,"168,000",
9/12/2012,"168,000",
9/13/2012,"175,000",
9/14/2012,"174,000",
9/15/2012,"172,000",
9/16/2012,"168,000",
9/17/2012,"170,000",
9/18/2012,"170,000",
9/19/2012,"170,000",
9/20/2012,"167,000",
9/21/2012,"163,000",
9/22/2012,"159,000",
9/23/2012,"154,000",
9/24/2012,"150,000",
9/25/2012,"147,000",
9/26/2012,"146,000",
9/27/2012,"146,000",
9/28/2012,"149,000",
9/29/2012,"157,000",
9/30/2012,"169,000",
10/1/2012,"181,000",
10/2/2012,"178,000",
10/3/2012,"191,000",
10/4/2012,"201,000",
10/5/2012,"205,000",
10/6/2012,"207,000",
10/7/2012,"205,000",
10/8/2012,"201,000",
10/9/2012,"194,000",
10/10/2012,"184,000",
10/11/2012,"176,000",
10/12/2012,"169,000",
10/13/2012,"164,000",
10/14/2012,"162,000",
10/15/2012,"161,000",
10/16/2012,"165,000",
10/17/2012,"172,000",
10/18/2012,"174,000",
10/19/2012,"169,000",
10/20/2012,"162,000",
10/21/2012,"160,000",
10/22/2012,"159,000",
10/23/2012,"163,000",
10/24/2012,"163,000",
10/25/2012,"164,000",
10/26/2012,"166,000",
10/27/2012,"162,000",
10/28/2012,"157,000",
10/29/2012,"151,000",
10/30/2012,"147,000",
10/31/2012,"141,000",
11/1/2012,"147,000",
11/2/2012,"157,000",
11/3/2012,"161,000",
11/4/2012,"164,000",
11/5/2012,"166,000",
11/6/2012,"166,000",
11/7/2012,"162,000",
11/8/2012,"162,000",
11/9/2012,"164,000",
11/10/2012,"178,000",
11/11/2012,"198,000",
11/12/2012,"217,000",
11/13/2012,"224,000",
11/14/2012,"229,000",
11/15/2012,"223,000",
11/16/2012,"218,000",
11/17/2012,"211,000",
11/18/2012,"203,000",
11/19/2012,"193,000",
11/20/2012,"183,000",
11/21/2012,"177,000",
11/22/2012,"174,000",
11/23/2012,"174,000",
11/24/2012,"173,000",
11/25/2012,"175,000",
11/26/2012,"181,000",
11/27/2012,"186,000",
11/28/2012,"182,000",
11/29/2012,"178,000",
11/30/2012,"174,000",
12/1/2012,"169,000",
12/2/2012,"165,000",
12/3/2012,"162,000",
12/4/2012,"165,000",
12/5/2012,"162,000",
12/6/2012,"155,000",
12/7/2012,"151,000",
12/8/2012,"151,000",
12/9/2012,"154,000",
12/10/2012,"157,000",
12/11/2012,"155,000",
12/12/2012,"160,000",
12/13/2012,"158,000",
12/14/2012,"163,000",
12/15/2012,"171,000",
12/16/2012,"181,000",
12/17/2012,"198,000",
12/18/2012,"216,000",
12/19/2012,"240,000",
12/20/2012,"266,000",
12/21/2012,"278,000",
12/22/2012,"289,000",
